Gene.ID,Gene.Name,Time,Treatment,Replicate,Normalized.Counts
WP_011133272.1,mutS,0,C,B,1856
WP_011133272.1,mutS,0,C,C,1388
WP_011133272.1,mutS,0,HV,A,854
WP_011133272.1,mutS,0,HV,B,1278
WP_011133272.1,mutS,0,HV,C,1879
WP_011133272.1,mutS,12,C,A,4766
WP_011133272.1,mutS,12,C,B,2952
WP_011133272.1,mutS,12,C,C,3029
WP_011133272.1,mutS,12,HV,A,846
WP_011133272.1,mutS,12,HV,B,2440
WP_011133272.1,mutS,12,HV,C,1230
WP_011133272.1,mutS,24,HV,A,97
WP_011133272.1,mutS,24,HV,B,96
WP_011133272.1,mutS,24,HV,C,46
WP_011133272.1,mutS,24,C,A,2607
WP_011133272.1,mutS,24,C,B,1422
WP_011133272.1,mutS,36,C,A,2997
WP_011133272.1,mutS,36,C,B,2061
WP_011133272.1,mutS,36,C,C,3895
WP_011133272.1,mutS,36,HV,A,27
WP_011133272.1,mutS,36,HV,B,76
WP_011133272.1,mutS,36,HV,C,49
WP_011133273.1,cobH,0,C,A,246
WP_011133273.1,cobH,0,C,B,395
WP_011133273.1,cobH,0,C,C,299
WP_011133273.1,cobH,0,HV,A,236
WP_011133273.1,cobH,0,HV,B,240
WP_011133273.1,cobH,0,HV,C,415
WP_011133273.1,cobH,12,C,A,2053
WP_011133273.1,cobH,12,C,B,1302
WP_011133273.1,cobH,12,C,C,984
WP_011133273.1,cobH,12,HV,A,349
WP_011133273.1,cobH,12,HV,B,867
WP_011133273.1,cobH,12,HV,C,361
WP_011133273.1,cobH,24,HV,A,24
WP_011133273.1,cobH,24,HV,B,18
WP_011133273.1,cobH,24,HV,C,20
WP_011133273.1,cobH,24,C,A,513
WP_011133273.1,cobH,24,C,B,274
WP_011133273.1,cobH,36,C,A,828
WP_011133273.1,cobH,36,C,B,396
WP_011133273.1,cobH,36,C,C,1255
WP_011133273.1,cobH,36,HV,A,18
WP_011133273.1,cobH,36,HV,B,29
WP_011133273.1,cobH,36,HV,C,26
WP_011133274.1,holA,0,C,A,345
WP_011133274.1,holA,0,C,B,506
WP_011133274.1,holA,0,C,C,408
WP_011133274.1,holA,0,HV,A,249
WP_011133274.1,holA,0,HV,B,334
WP_011133274.1,holA,0,HV,C,624
WP_011133274.1,holA,12,C,A,1394
WP_011133274.1,holA,12,C,B,1022
WP_011133274.1,holA,12,C,C,953
WP_011133274.1,holA,12,HV,A,222
WP_011133274.1,holA,12,HV,B,491
WP_011133274.1,holA,12,HV,C,185
WP_011133274.1,holA,24,HV,A,16
WP_011133274.1,holA,24,HV,B,8
WP_011133274.1,holA,24,HV,C,5
WP_011133274.1,holA,24,C,A,749
WP_011133274.1,holA,24,C,B,550
WP_011133274.1,holA,36,C,A,1013
WP_011133274.1,holA,36,C,B,900
WP_011133274.1,holA,36,C,C,1435
WP_011133274.1,holA,36,HV,A,10
WP_011133274.1,holA,36,HV,B,36
WP_011133274.1,holA,36,HV,C,20
WP_011133275.1,lysC,0,C,A,2059
WP_011133275.1,lysC,0,C,B,2761
WP_011133275.1,lysC,0,C,C,2238
WP_011133275.1,lysC,0,HV,A,1834
WP_011133275.1,lysC,0,HV,B,2059
WP_011133275.1,lysC,0,HV,C,3698
WP_011133275.1,lysC,12,C,A,7192
WP_011133275.1,lysC,12,C,B,5553
WP_011133275.1,lysC,12,C,C,6105
WP_011133275.1,lysC,12,HV,A,1331
WP_011133275.1,lysC,12,HV,B,3755
WP_011133275.1,lysC,12,HV,C,1682
WP_011133275.1,lysC,24,HV,A,96
WP_011133275.1,lysC,24,HV,B,96
WP_011133275.1,lysC,24,HV,C,84
WP_011133275.1,lysC,24,C,A,4454
WP_011133275.1,lysC,24,C,B,3433
WP_011133275.1,lysC,36,C,A,6533
WP_011133275.1,lysC,36,C,B,4125
WP_011133275.1,lysC,36,C,C,7335
WP_011133275.1,lysC,36,HV,A,60
WP_011133275.1,lysC,36,HV,B,109
WP_011133275.1,lysC,36,HV,C,63
WP_011133276.1,uvrB,0,C,A,16346
WP_011133276.1,uvrB,0,C,B,23484
WP_011133276.1,uvrB,0,C,C,10568
WP_011133276.1,uvrB,0,HV,A,12105
WP_011133276.1,uvrB,0,HV,B,15686
WP_011133276.1,uvrB,0,HV,C,12185
WP_011133276.1,uvrB,12,C,A,11973
WP_011133276.1,uvrB,12,C,B,9836
WP_011133276.1,uvrB,12,C,C,12703
WP_011133276.1,uvrB,12,HV,A,3293
WP_011133276.1,uvrB,12,HV,B,5793
WP_011133276.1,uvrB,12,HV,C,2828
WP_011133276.1,uvrB,24,HV,A,143
WP_011133276.1,uvrB,24,HV,B,104
WP_011133276.1,uvrB,24,HV,C,115
WP_011133276.1,uvrB,24,C,A,9090
WP_011133276.1,uvrB,24,C,B,12970
WP_011133276.1,uvrB,36,C,A,15254
WP_011133276.1,uvrB,36,C,B,12165
WP_011133276.1,uvrB,36,C,C,16747
WP_011133276.1,uvrB,36,HV,A,94
WP_011133276.1,uvrB,36,HV,B,174
WP_011133276.1,uvrB,36,HV,C,114
WP_011133278.1,tilS,0,C,A,297
WP_011133278.1,tilS,0,C,B,379
WP_011133278.1,tilS,0,C,C,402
WP_011133278.1,tilS,0,HV,A,221
WP_011133278.1,tilS,0,HV,B,312
WP_011133278.1,tilS,0,HV,C,719
WP_011133278.1,tilS,12,C,A,990
WP_011133278.1,tilS,12,C,B,731
WP_011133278.1,tilS,12,C,C,695
WP_011133278.1,tilS,12,HV,A,225
WP_011133278.1,tilS,12,HV,B,540
WP_011133278.1,tilS,12,HV,C,228
WP_011133278.1,tilS,24,HV,A,19
WP_011133278.1,tilS,24,HV,B,19
WP_011133278.1,tilS,24,HV,C,5
WP_011133278.1,tilS,24,C,A,804
WP_011133278.1,tilS,24,C,B,570
WP_011133278.1,tilS,36,C,A,708
WP_011133278.1,tilS,36,C,B,479
WP_011133278.1,tilS,36,C,C,942
WP_011133278.1,tilS,36,HV,A,9
WP_011133278.1,tilS,36,HV,B,16
WP_011133278.1,tilS,36,HV,C,6
WP_011133279.1,rnj,0,C,A,51269
WP_011133279.1,rnj,0,C,B,49268
WP_011133279.1,rnj,0,C,C,60597
WP_011133279.1,rnj,0,HV,A,42779
WP_011133279.1,rnj,0,HV,B,26045
WP_011133279.1,rnj,0,HV,C,65038
WP_011133279.1,rnj,12,C,A,50422
WP_011133279.1,rnj,12,C,B,36041
WP_011133279.1,rnj,12,C,C,49510
WP_011133279.1,rnj,12,HV,A,10806
WP_011133279.1,rnj,12,HV,B,17422
WP_011133279.1,rnj,12,HV,C,8564
WP_011133279.1,rnj,24,HV,A,556
WP_011133279.1,rnj,24,HV,B,425
WP_011133279.1,rnj,24,HV,C,384
WP_011133279.1,rnj,24,C,A,73541
WP_011133279.1,rnj,24,C,B,91421
WP_011133279.1,rnj,36,C,A,59095
WP_011133279.1,rnj,36,C,B,34000
WP_011133279.1,rnj,36,C,C,73337
WP_011133279.1,rnj,36,HV,A,428
WP_011133279.1,rnj,36,HV,B,783
WP_011133279.1,rnj,36,HV,C,302
WP_011133280.1,dapA,0,C,A,22285
WP_011133280.1,dapA,0,C,B,21275
WP_011133280.1,dapA,0,C,C,20782
WP_011133280.1,dapA,0,HV,A,16754
WP_011133280.1,dapA,0,HV,B,13114
WP_011133280.1,dapA,0,HV,C,24336
WP_011133280.1,dapA,12,C,A,14014
WP_011133280.1,dapA,12,C,B,11013
WP_011133280.1,dapA,12,C,C,14426
WP_011133280.1,dapA,12,HV,A,3329
WP_011133280.1,dapA,12,HV,B,5547
WP_011133280.1,dapA,12,HV,C,2871
WP_011133280.1,dapA,24,HV,A,258
WP_011133280.1,dapA,24,HV,B,219
WP_011133280.1,dapA,24,HV,C,194
WP_011133280.1,dapA,24,C,A,26452
WP_011133280.1,dapA,24,C,B,34926
WP_011133280.1,dapA,36,C,A,16508
WP_011133280.1,dapA,36,C,B,8527
WP_011133280.1,dapA,36,C,C,19693
WP_011133280.1,dapA,36,HV,A,126
WP_011133280.1,dapA,36,HV,B,229
WP_011133280.1,dapA,36,HV,C,102
WP_011133281.1,asd,0,C,A,2048
WP_011133281.1,asd,0,C,B,2184
WP_011133281.1,asd,0,C,C,2221
WP_011133281.1,asd,0,HV,A,1770
WP_011133281.1,asd,0,HV,B,1141
WP_011133281.1,asd,0,HV,C,3263
WP_011133281.1,asd,12,C,A,2534
WP_011133281.1,asd,12,C,B,1808
WP_011133281.1,asd,12,C,C,1802
WP_011133281.1,asd,12,HV,A,518
WP_011133281.1,asd,12,HV,B,1166
WP_011133281.1,asd,12,HV,C,542
WP_011133281.1,asd,24,HV,A,86
WP_011133281.1,asd,24,HV,B,55
WP_011133281.1,asd,24,HV,C,32
WP_011133281.1,asd,24,C,A,3805
WP_011133281.1,asd,24,C,B,2940
WP_011133281.1,asd,36,C,A,2419
WP_011133281.1,asd,36,C,B,1216
WP_011133281.1,asd,36,C,C,2781
WP_011133281.1,asd,36,HV,A,32
WP_011133281.1,asd,36,HV,B,64
WP_011133281.1,asd,36,HV,C,34
WP_011133282.1,tig,0,C,A,19815
WP_011133282.1,tig,0,C,B,17338
WP_011133282.1,tig,0,C,C,20497
WP_011133282.1,tig,0,HV,A,13778
WP_011133282.1,tig,0,HV,B,8552
WP_011133282.1,tig,0,HV,C,24330
WP_011133282.1,tig,12,C,A,10384
WP_011133282.1,tig,12,C,B,7614
WP_011133282.1,tig,12,C,C,10798
WP_011133282.1,tig,12,HV,A,2875
WP_011133282.1,tig,12,HV,B,4249
WP_011133282.1,tig,12,HV,C,1672
WP_011133282.1,tig,24,HV,A,194
WP_011133282.1,tig,24,HV,B,192
WP_011133282.1,tig,24,HV,C,83
WP_011133282.1,tig,24,C,A,32404
WP_011133282.1,tig,24,C,B,36076
WP_011133282.1,tig,36,C,A,13712
WP_011133282.1,tig,36,C,B,8841
WP_011133282.1,tig,36,C,C,15517
WP_011133282.1,tig,36,HV,A,96
WP_011133282.1,tig,36,HV,B,128
WP_011133282.1,tig,36,HV,C,65
WP_011133284.1,clpX,0,C,A,3339
WP_011133284.1,clpX,0,C,B,4281
WP_011133284.1,clpX,0,C,C,4440
WP_011133284.1,clpX,0,HV,A,2479
WP_011133284.1,clpX,0,HV,B,5118
WP_011133284.1,clpX,0,HV,C,7611
WP_011133284.1,clpX,12,C,A,31142
WP_011133284.1,clpX,12,C,B,27782
WP_011133284.1,clpX,12,C,C,36857
WP_011133284.1,clpX,12,HV,A,6935
WP_011133284.1,clpX,12,HV,B,16434
WP_011133284.1,clpX,12,HV,C,7186
WP_011133284.1,clpX,24,HV,A,162
WP_011133284.1,clpX,24,HV,B,106
WP_011133284.1,clpX,24,HV,C,137
WP_011133284.1,clpX,24,C,A,13045
WP_011133284.1,clpX,24,C,B,15202
WP_011133284.1,clpX,36,C,A,42372
WP_011133284.1,clpX,36,C,B,32519
WP_011133284.1,clpX,36,C,C,43281
WP_011133284.1,clpX,36,HV,A,238
WP_011133284.1,clpX,36,HV,B,459
WP_011133284.1,clpX,36,HV,C,182
WP_011133285.1,dnaX,0,C,A,1730
WP_011133285.1,dnaX,0,C,B,2799
WP_011133285.1,dnaX,0,C,C,2228
WP_011133285.1,dnaX,0,HV,A,1315
WP_011133285.1,dnaX,0,HV,B,2298
WP_011133285.1,dnaX,0,HV,C,3403
WP_011133285.1,dnaX,12,C,A,11545
WP_011133285.1,dnaX,12,C,B,9625
WP_011133285.1,dnaX,12,C,C,10808
WP_011133285.1,dnaX,12,HV,A,1807
WP_011133285.1,dnaX,12,HV,B,6052
WP_011133285.1,dnaX,12,HV,C,2501
WP_011133285.1,dnaX,24,HV,A,72
WP_011133285.1,dnaX,24,HV,B,59
WP_011133285.1,dnaX,24,HV,C,72
WP_011133285.1,dnaX,24,C,A,4973
WP_011133285.1,dnaX,24,C,B,4283
WP_011133285.1,dnaX,36,C,A,10380
WP_011133285.1,dnaX,36,C,B,6363
WP_011133285.1,dnaX,36,C,C,11037
WP_011133285.1,dnaX,36,HV,A,74
WP_011133285.1,dnaX,36,HV,B,157
WP_011133285.1,dnaX,36,HV,C,58
WP_011133286.1,PMM1659,0,C,A,839
WP_011133286.1,PMM1659,0,C,B,1091
WP_011133286.1,PMM1659,0,C,C,1183
WP_011133286.1,PMM1659,0,HV,A,702
WP_011133286.1,PMM1659,0,HV,B,894
WP_011133286.1,PMM1659,0,HV,C,1964
WP_011133286.1,PMM1659,12,C,A,862
WP_011133286.1,PMM1659,12,C,B,652
WP_011133286.1,PMM1659,12,C,C,632
WP_011133286.1,PMM1659,12,HV,A,263
WP_011133286.1,PMM1659,12,HV,B,1141
WP_011133286.1,PMM1659,12,HV,C,558
WP_011133286.1,PMM1659,24,HV,A,94
WP_011133286.1,PMM1659,24,HV,B,62
WP_011133286.1,PMM1659,24,HV,C,35
WP_011133286.1,PMM1659,24,C,A,1773
WP_011133286.1,PMM1659,24,C,B,1643
WP_011133286.1,PMM1659,36,C,A,704
WP_011133286.1,PMM1659,36,C,B,388
WP_011133286.1,PMM1659,36,C,C,924
WP_011133286.1,PMM1659,36,HV,A,12
WP_011133286.1,PMM1659,36,HV,B,33
WP_011133286.1,PMM1659,36,HV,C,9
WP_011133288.1,rpmI,0,C,A,12150
WP_011133288.1,rpmI,0,C,B,11218
WP_011133288.1,rpmI,0,C,C,10639
WP_011133288.1,rpmI,0,HV,A,8843
WP_011133288.1,rpmI,0,HV,B,6788
WP_011133288.1,rpmI,0,HV,C,11644
WP_011133288.1,rpmI,12,C,A,10048
WP_011133288.1,rpmI,12,C,B,6808
WP_011133288.1,rpmI,12,C,C,7139
WP_011133288.1,rpmI,12,HV,A,2524
WP_011133288.1,rpmI,12,HV,B,3408
WP_011133288.1,rpmI,12,HV,C,1372
WP_011133288.1,rpmI,24,HV,A,136
WP_011133288.1,rpmI,24,HV,B,116
WP_011133288.1,rpmI,24,HV,C,19
WP_011133288.1,rpmI,24,C,A,16437
WP_011133288.1,rpmI,24,C,B,15999
WP_011133288.1,rpmI,36,C,A,9849
WP_011133288.1,rpmI,36,C,B,6707
WP_011133288.1,rpmI,36,C,C,10604
WP_011133288.1,rpmI,36,HV,A,63
WP_011133288.1,rpmI,36,HV,B,86
WP_011133288.1,rpmI,36,HV,C,44
WP_011133289.1,rplT,0,C,A,36818
WP_011133289.1,rplT,0,C,B,35008
WP_011133289.1,rplT,0,C,C,36056
WP_011133289.1,rplT,0,HV,A,27542
WP_011133289.1,rplT,0,HV,B,19357
WP_011133289.1,rplT,0,HV,C,43332
WP_011133289.1,rplT,12,C,A,24378
WP_011133289.1,rplT,12,C,B,19668
WP_011133289.1,rplT,12,C,C,20749
WP_011133289.1,rplT,12,HV,A,6067
WP_011133289.1,rplT,12,HV,B,9708
WP_011133289.1,rplT,12,HV,C,3457
WP_011133289.1,rplT,24,HV,A,414
WP_011133289.1,rplT,24,HV,B,388
WP_011133289.1,rplT,24,HV,C,131
WP_011133289.1,rplT,24,C,A,56357
WP_011133289.1,rplT,24,C,B,51055
WP_011133289.1,rplT,36,C,A,27644
WP_011133289.1,rplT,36,C,B,17652
WP_011133289.1,rplT,36,C,C,31612
WP_011133289.1,rplT,36,HV,A,174
WP_011133289.1,rplT,36,HV,B,274
WP_011133289.1,rplT,36,HV,C,154
WP_011133291.1,thiG,0,C,A,2390
WP_011133291.1,thiG,0,C,B,2944
WP_011133291.1,thiG,0,C,C,4607
WP_011133291.1,thiG,0,HV,A,2560
WP_011133291.1,thiG,0,HV,B,1923
WP_011133291.1,thiG,0,HV,C,6516
WP_011133291.1,thiG,12,C,A,3767
WP_011133291.1,thiG,12,C,B,2649
WP_011133291.1,thiG,12,C,C,2747
WP_011133291.1,thiG,12,HV,A,756
WP_011133291.1,thiG,12,HV,B,1970
WP_011133291.1,thiG,12,HV,C,799
WP_011133291.1,thiG,24,HV,A,134
WP_011133291.1,thiG,24,HV,B,138
WP_011133291.1,thiG,24,HV,C,66
WP_011133291.1,thiG,24,C,A,6614
WP_011133291.1,thiG,24,C,B,3885
WP_011133291.1,thiG,36,C,A,2785
WP_011133291.1,thiG,36,C,B,1348
WP_011133291.1,thiG,36,C,C,3424
WP_011133291.1,thiG,36,HV,A,30
WP_011133291.1,thiG,36,HV,B,72
WP_011133291.1,thiG,36,HV,C,43
WP_011133292.1,sqdB,0,C,A,18451
WP_011133292.1,sqdB,0,C,B,14798
WP_011133292.1,sqdB,0,C,C,20520
WP_011133292.1,sqdB,0,HV,A,13378
WP_011133292.1,sqdB,0,HV,B,14219
WP_011133292.1,sqdB,0,HV,C,29460
WP_011133292.1,sqdB,12,C,A,11966
WP_011133292.1,sqdB,12,C,B,10403
WP_011133292.1,sqdB,12,C,C,16518
WP_011133292.1,sqdB,12,HV,A,3588
WP_011133292.1,sqdB,12,HV,B,5851
WP_011133292.1,sqdB,12,HV,C,2552
WP_011133292.1,sqdB,24,HV,A,275
WP_011133292.1,sqdB,24,HV,B,166
WP_011133292.1,sqdB,24,HV,C,146
WP_011133292.1,sqdB,24,C,A,27148
WP_011133292.1,sqdB,24,C,B,45805
WP_011133292.1,sqdB,36,C,A,20037
WP_011133292.1,sqdB,36,C,B,14193
WP_011133292.1,sqdB,36,C,C,19109
WP_011133292.1,sqdB,36,HV,A,156
WP_011133292.1,sqdB,36,HV,B,202
WP_011133292.1,sqdB,36,HV,C,106
WP_011133295.1,gcvP,0,C,A,4509
WP_011133295.1,gcvP,0,C,B,7611
WP_011133295.1,gcvP,0,C,C,4868
WP_011133295.1,gcvP,0,HV,A,3881
WP_011133295.1,gcvP,0,HV,B,6064
WP_011133295.1,gcvP,0,HV,C,6828
WP_011133295.1,gcvP,12,C,A,26012
WP_011133295.1,gcvP,12,C,B,23942
WP_011133295.1,gcvP,12,C,C,30645
WP_011133295.1,gcvP,12,HV,A,5438
WP_011133295.1,gcvP,12,HV,B,12222
WP_011133295.1,gcvP,12,HV,C,5229
WP_011133295.1,gcvP,24,HV,A,149
WP_011133295.1,gcvP,24,HV,B,144
WP_011133295.1,gcvP,24,HV,C,145
WP_011133295.1,gcvP,24,C,A,7335
WP_011133295.1,gcvP,24,C,B,6902
WP_011133295.1,gcvP,36,C,A,31266
WP_011133295.1,gcvP,36,C,B,22809
WP_011133295.1,gcvP,36,C,C,35058
WP_011133295.1,gcvP,36,HV,A,279
WP_011133295.1,gcvP,36,HV,B,459
WP_011133295.1,gcvP,36,HV,C,190
WP_011133296.1,gcvH,0,C,A,1946
WP_011133296.1,gcvH,0,C,B,2428
WP_011133296.1,gcvH,0,C,C,1473
WP_011133296.1,gcvH,0,HV,A,1506
WP_011133296.1,gcvH,0,HV,B,1068
WP_011133296.1,gcvH,0,HV,C,1650
WP_011133296.1,gcvH,12,C,A,2361
WP_011133296.1,gcvH,12,C,B,1708
WP_011133296.1,gcvH,12,C,C,1584
WP_011133296.1,gcvH,12,HV,A,420
WP_011133296.1,gcvH,12,HV,B,697
WP_011133296.1,gcvH,12,HV,C,311
WP_011133296.1,gcvH,24,HV,A,31
WP_011133296.1,gcvH,24,HV,B,49
WP_011133296.1,gcvH,24,HV,C,17
WP_011133296.1,gcvH,24,C,A,2010
WP_011133296.1,gcvH,24,C,B,1447
WP_011133296.1,gcvH,36,C,A,1958
WP_011133296.1,gcvH,36,C,B,1286
WP_011133296.1,gcvH,36,C,C,2475
WP_011133296.1,gcvH,36,HV,A,27
WP_011133296.1,gcvH,36,HV,B,33
WP_011133296.1,gcvH,36,HV,C,18
WP_011133297.1,metC,0,C,A,3169
WP_011133297.1,metC,0,C,B,2613
WP_011133297.1,metC,0,C,C,2607
WP_011133297.1,metC,0,HV,A,2198
WP_011133297.1,metC,0,HV,B,978
WP_011133297.1,metC,0,HV,C,3058
WP_011133297.1,metC,12,C,A,3449
WP_011133297.1,metC,12,C,B,2103
WP_011133297.1,metC,12,C,C,2106
WP_011133297.1,metC,12,HV,A,562
WP_011133297.1,metC,12,HV,B,1261
WP_011133297.1,metC,12,HV,C,747
WP_011133297.1,metC,24,HV,A,141
WP_011133297.1,metC,24,HV,B,188
WP_011133297.1,metC,24,HV,C,71
WP_011133297.1,metC,24,C,A,4227
WP_011133297.1,metC,24,C,B,3992
WP_011133297.1,metC,36,C,A,3649
WP_011133297.1,metC,36,C,B,1721
WP_011133297.1,metC,36,C,C,4332
WP_011133297.1,metC,36,HV,A,62
WP_011133297.1,metC,36,HV,B,81
WP_011133297.1,metC,36,HV,C,46
WP_011133300.1,rplI,0,C,A,30616
WP_011133300.1,rplI,0,C,B,28684
WP_011133300.1,rplI,0,C,C,23467
WP_011133300.1,rplI,0,HV,A,21692
WP_011133300.1,rplI,0,HV,B,12131
WP_011133300.1,rplI,0,HV,C,26409
WP_011133300.1,rplI,12,C,A,18673
WP_011133300.1,rplI,12,C,B,14067
WP_011133300.1,rplI,12,C,C,16430
WP_011133300.1,rplI,12,HV,A,4205
WP_011133300.1,rplI,12,HV,B,7336
WP_011133300.1,rplI,12,HV,C,3585
WP_011133300.1,rplI,24,HV,A,459
WP_011133300.1,rplI,24,HV,B,520
WP_011133300.1,rplI,24,HV,C,269
WP_011133300.1,rplI,24,C,A,36212
WP_011133300.1,rplI,24,C,B,37064
WP_011133300.1,rplI,36,C,A,26130
WP_011133300.1,rplI,36,C,B,16539
WP_011133300.1,rplI,36,C,C,28408
WP_011133300.1,rplI,36,HV,A,238
WP_011133300.1,rplI,36,HV,B,308
WP_011133300.1,rplI,36,HV,C,210
WP_011133301.1,dnaB,0,C,A,9012
WP_011133301.1,dnaB,0,C,B,8648
WP_011133301.1,dnaB,0,C,C,9675
WP_011133301.1,dnaB,0,HV,A,7057
WP_011133301.1,dnaB,0,HV,B,5668
WP_011133301.1,dnaB,0,HV,C,13843
WP_011133301.1,dnaB,12,C,A,17533
WP_011133301.1,dnaB,12,C,B,13669
WP_011133301.1,dnaB,12,C,C,16206
WP_011133301.1,dnaB,12,HV,A,4193
WP_011133301.1,dnaB,12,HV,B,11744
WP_011133301.1,dnaB,12,HV,C,5868
WP_011133301.1,dnaB,24,HV,A,608
WP_011133301.1,dnaB,24,HV,B,749
WP_011133301.1,dnaB,24,HV,C,321
WP_011133301.1,dnaB,24,C,A,16423
WP_011133301.1,dnaB,24,C,B,13888
WP_011133301.1,dnaB,36,C,A,15762
WP_011133301.1,dnaB,36,C,B,10250
WP_011133301.1,dnaB,36,C,C,18823
WP_011133301.1,dnaB,36,HV,A,331
WP_011133301.1,dnaB,36,HV,B,334
WP_011133301.1,dnaB,36,HV,C,264
WP_011133302.1,mnmG,0,C,A,2415
WP_011133302.1,mnmG,0,C,B,3034
WP_011133302.1,mnmG,0,C,C,2516
WP_011133302.1,mnmG,0,HV,A,1918
WP_011133302.1,mnmG,0,HV,B,2341
WP_011133302.1,mnmG,0,HV,C,4252
WP_011133302.1,mnmG,12,C,A,8630
WP_011133302.1,mnmG,12,C,B,5843
WP_011133302.1,mnmG,12,C,C,5673
WP_011133302.1,mnmG,12,HV,A,1919
WP_011133302.1,mnmG,12,HV,B,6613
WP_011133302.1,mnmG,12,HV,C,3188
WP_011133302.1,mnmG,24,HV,A,384
WP_011133302.1,mnmG,24,HV,B,320
WP_011133302.1,mnmG,24,HV,C,147
WP_011133302.1,mnmG,24,C,A,4364
WP_011133302.1,mnmG,24,C,B,3241
WP_011133302.1,mnmG,36,C,A,5074
WP_011133302.1,mnmG,36,C,B,3818
WP_011133302.1,mnmG,36,C,C,6018
WP_011133302.1,mnmG,36,HV,A,144
WP_011133302.1,mnmG,36,HV,B,165
WP_011133302.1,mnmG,36,HV,C,137
WP_011133303.1,ubiC,0,C,A,1689
WP_011133303.1,ubiC,0,C,B,1925
WP_011133303.1,ubiC,0,C,C,1363
WP_011133303.1,ubiC,0,HV,A,1268
WP_011133303.1,ubiC,0,HV,B,1475
WP_011133303.1,ubiC,0,HV,C,2210
WP_011133303.1,ubiC,12,C,A,3945
WP_011133303.1,ubiC,12,C,B,2760
WP_011133303.1,ubiC,12,C,C,2486
WP_011133303.1,ubiC,12,HV,A,656
WP_011133303.1,ubiC,12,HV,B,1663
WP_011133303.1,ubiC,12,HV,C,686
WP_011133303.1,ubiC,24,HV,A,75
WP_011133303.1,ubiC,24,HV,B,49
WP_011133303.1,ubiC,24,HV,C,47
WP_011133303.1,ubiC,24,C,A,1659
WP_011133303.1,ubiC,24,C,B,1252
WP_011133303.1,ubiC,36,C,A,1889
WP_011133303.1,ubiC,36,C,B,1243
WP_011133303.1,ubiC,36,C,C,2395
WP_011133303.1,ubiC,36,HV,A,37
WP_011133303.1,ubiC,36,HV,B,31
WP_011133303.1,ubiC,36,HV,C,34
WP_011133306.1,lig,0,C,A,2922
WP_011133306.1,lig,0,C,B,3993
WP_011133306.1,lig,0,C,C,2564
WP_011133306.1,lig,0,HV,A,2393
WP_011133306.1,lig,0,HV,B,2466
WP_011133306.1,lig,0,HV,C,2927
WP_011133306.1,lig,12,C,A,4713
WP_011133306.1,lig,12,C,B,2689
WP_011133306.1,lig,12,C,C,3565
WP_011133306.1,lig,12,HV,A,1232
WP_011133306.1,lig,12,HV,B,2194
WP_011133306.1,lig,12,HV,C,1347
WP_011133306.1,lig,24,HV,A,73
WP_011133306.1,lig,24,HV,B,98
WP_011133306.1,lig,24,HV,C,58
WP_011133306.1,lig,24,C,A,2464
WP_011133306.1,lig,24,C,B,2626
WP_011133306.1,lig,36,C,A,2994
WP_011133306.1,lig,36,C,B,2093
WP_011133306.1,lig,36,C,C,3502
WP_011133306.1,lig,36,HV,A,49
WP_011133306.1,lig,36,HV,B,78
WP_011133306.1,lig,36,HV,C,52
WP_011133309.1,valS,0,C,A,5238
WP_011133309.1,valS,0,C,B,5074
WP_011133309.1,valS,0,C,C,6744
WP_011133309.1,valS,0,HV,A,3982
WP_011133309.1,valS,0,HV,B,4302
WP_011133309.1,valS,0,HV,C,10411
WP_011133309.1,valS,12,C,A,8913
WP_011133309.1,valS,12,C,B,7052
WP_011133309.1,valS,12,C,C,9695
WP_011133309.1,valS,12,HV,A,2086
WP_011133309.1,valS,12,HV,B,4339
WP_011133309.1,valS,12,HV,C,2141
WP_011133309.1,valS,24,HV,A,172
WP_011133309.1,valS,24,HV,B,122
WP_011133309.1,valS,24,HV,C,81
WP_011133309.1,valS,24,C,A,11690
WP_011133309.1,valS,24,C,B,15976
WP_011133309.1,valS,36,C,A,11328
WP_011133309.1,valS,36,C,B,8176
WP_011133309.1,valS,36,C,C,12001
WP_011133309.1,valS,36,HV,A,94
WP_011133309.1,valS,36,HV,B,149
WP_011133309.1,valS,36,HV,C,70
WP_011133311.1,mazG,0,C,A,337
WP_011133311.1,mazG,0,C,B,402
WP_011133311.1,mazG,0,C,C,454
WP_011133311.1,mazG,0,HV,A,241
WP_011133311.1,mazG,0,HV,B,335
WP_011133311.1,mazG,0,HV,C,698
WP_011133311.1,mazG,12,C,A,1560
WP_011133311.1,mazG,12,C,B,1092
WP_011133311.1,mazG,12,C,C,1055
WP_011133311.1,mazG,12,HV,A,293
WP_011133311.1,mazG,12,HV,B,764
WP_011133311.1,mazG,12,HV,C,352
WP_011133311.1,mazG,24,HV,A,25
WP_011133311.1,mazG,24,HV,B,15
WP_011133311.1,mazG,24,HV,C,13
WP_011133311.1,mazG,24,C,A,764
WP_011133311.1,mazG,24,C,B,667
WP_011133311.1,mazG,36,C,A,1302
WP_011133311.1,mazG,36,C,B,939
WP_011133311.1,mazG,36,C,C,1496
WP_011133311.1,mazG,36,HV,A,12
WP_011133311.1,mazG,36,HV,B,26
WP_011133311.1,mazG,36,HV,C,10
WP_011133312.1,speE,0,C,A,913
WP_011133312.1,speE,0,C,B,1089
WP_011133312.1,speE,0,C,C,1125
WP_011133312.1,speE,0,HV,A,699
WP_011133312.1,speE,0,HV,B,705
WP_011133312.1,speE,0,HV,C,1813
